Summary level,Program label,Program,Sub-program,Name,Code,Subsidized units available,% Occupied,# Reported,% Reported,Average months since report,% moved in past year,Number of people per unit,Number of people: total,Average Family Expenditure per month ($$),Average HUD Expenditure per month ($$),Household income per year,Household income per year per person,"% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more",% Households where wages are major source of income,% Households where welfare is major source of income,% Households with other major sources of income,% of local median (Household income),% very low income,% extremely low income,% 2+ adults with children,% 1 adult with children,% female head,% female head with children,"% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households",% 24 years or less (Head or spouse),% 25 to 49 years (Head or spouse),% 51 to 60 (Head or spouse),% 62 or more (Head or spouse),% 85 or more (Head or spouse),% Minority,%Black Non-Hispanic, %Black Hispanic,%Native American Non-Hispanic,%Asian or Pacific Islander Non-Hispanic,% Hispanic,Average months on waiting list,Average months since moved in,% with utility allowance,Average utility allowance $$,% 0 - 1 bedrooms:,% 2 bedrooms,% 3+ bedrooms,% Overhoused,% in poverty (Census tract),% minority (Census tract),% single family owners (Census tract),Congressional District,CBSA,PLACE,Latitude,Longitude,State,PHA Total Units,HA category,%White Hispanic,%White Non-Hispanic,% Multiple Race,%Other Hispanic
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001400,37119001400,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001504,37119001504,207,71,179,100,10,16,2.8,494,391,957,15985,5792,13,12,30,13,31,38,1,56,20,97,77,3,58,93,59,14,53,11,2,60,18,19,-1,98,93,2,-1,-1,5,-1,124,98,152,8,35,57,25,20,87,50,NA,16740,12000,NA,NA,NC,NA,NA,2,2,1,1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001505,37119001505,15,74,14,100,9,-1,2.8,39,580,845,21932,7873,-1,7,14,36,43,29,-1,71,27,93,64,-1,43,100,43,55,67,26,-1,57,21,21,-1,79,79,-1,-1,-1,0,-1,138,64,270,36,-1,64,21,19,78,59,NA,16740,12000,NA,NA,NC,NA,NA,-1,21,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001507,37119001507,46,61,42,100,14,-1,2.4,102,362,1107,15726,6475,10,12,34,15,29,45,2,50,21,93,83,-1,40,95,40,26,80,24,-1,48,17,36,-1,93,88,5,-1,-1,5,-1,107,19,232,12,29,60,40,37,93,33,NA,16740,12000,NA,NA,NC,NA,NA,-1,7,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001508,37119001508,55,63,50,100,12,6,2,98,426,1041,15836,8080,10,10,33,23,23,28,-1,68,21,96,76,4,26,94,28,40,70,27,4,44,32,20,-1,92,84,4,-1,-1,8,-1,157,90,147,18,60,22,36,14,80,73,NA,16740,12000,NA,NA,NC,NA,NA,2,8,0,2
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001509,37119001509,22,61,20,100,11,5,2.8,55,439,1107,17352,6310,5,5,47,5,37,50,-1,45,21,100,70,5,50,85,45,31,100,25,-1,45,35,20,5,100,90,-1,-1,-1,10,-1,178,100,241,-1,25,75,45,17,91,63,NA,16740,12000,NA,NA,NC,NA,NA,10,-1,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001510,37119001510,121,87,117,100,8,12,1.4,163,357,758,15265,10957,3,4,50,21,23,10,-1,85,21,97,85,2,9,74,9,47,12,18,-1,15,14,71,6,88,82,-1,-1,3,3,-1,112,99,80,75,17,8,10,10,92,70,NA,16740,12000,NA,NA,NC,NA,NA,1,10,0,3
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001603,37119001603,87,77,83,100,11,2,1.4,115,338,749,14393,10388,6,18,38,17,21,14,-1,84,21,99,81,1,12,66,13,34,20,22,1,24,10,65,5,90,83,-1,-1,2,5,-1,124,100,135,77,8,14,8,28,61,60,NA,16740,12000,NA,NA,NC,NA,NA,-1,7,0,5
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001605,37119001605,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001606,37119001606,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001607,37119001607,14,92,13,100,11,-1,1.2,15,287,434,11975,10378,-1,-1,75,25,-1,-1,-1,92,18,100,100,-1,8,54,8,90,100,80,-1,46,31,23,-1,54,54,-1,-1,-1,0,-1,263,15,261,92,-1,8,8,23,86,25,NA,16740,12000,NA,NA,NC,NA,NA,-1,46,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001608,37119001608,60,67,54,100,11,13,2.3,124,425,888,16401,7142,14,16,33,4,33,28,4,59,21,94,76,-1,39,76,37,31,60,19,-1,63,28,9,2,83,80,4,-1,-1,4,-1,132,76,171,35,20,44,13,34,87,66,NA,16740,12000,NA,NA,NC,NA,NA,-1,15,4,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001609,37119001609,75,78,70,100,10,11,1.5,102,356,847,14413,9891,5,5,57,12,22,14,-1,79,20,99,83,-1,21,59,20,66,35,45,-1,37,39,24,-1,83,79,-1,-1,-1,4,-1,122,90,104,66,23,11,13,24,84,38,NA,16740,12000,NA,NA,NC,NA,NA,3,16,1,1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001701,37119001701,47,85,45,100,8,9,1.4,65,393,683,16193,11211,-1,7,60,13,20,16,-1,84,23,91,84,-1,18,60,13,87,86,66,-1,20,31,49,-1,91,89,-1,-1,-1,2,-1,132,31,83,38,44,18,44,37,63,24,NA,16740,12000,NA,NA,NC,NA,NA,-1,7,0,2
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001702,37119001702,87,90,86,100,7,13,1.4,117,314,767,13410,9857,6,10,52,20,12,9,-1,88,19,98,90,1,12,79,13,31,8,9,-1,13,2,85,8,51,33,1,2,1,15,-1,102,100,78,81,8,10,5,32,76,45,NA,16740,12000,NA,NA,NC,NA,NA,6,28,0,8
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001801,37119001801,56,61,51,100,10,8,2.9,147,378,1107,17302,6003,22,12,24,8,34,47,2,49,21,90,76,4,61,88,65,14,78,11,2,67,14,18,-1,96,86,6,-1,2,8,-1,65,8,144,22,39,39,12,22,43,43,NA,16740,12000,NA,NA,NC,NA,NA,-1,4,0,2
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001802,37119001802,23,83,21,100,9,-1,1.5,32,388,536,14494,9512,-1,-1,70,20,10,10,-1,86,21,95,90,-1,19,33,19,79,50,50,-1,67,24,10,-1,57,57,-1,-1,-1,0,-1,209,29,222,76,-1,24,14,13,44,53,NA,16740,12000,NA,NA,NC,NA,NA,-1,43,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001910,37119001910,115,67,96,100,11,15,2.1,206,305,989,12744,5939,8,21,36,11,24,21,-1,67,17,100,84,-1,41,75,38,33,43,22,3,41,32,24,-1,78,77,-1,-1,-1,1,-1,123,97,120,3,63,34,46,13,88,45,NA,16740,12000,NA,NA,NC,NA,NA,1,5,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001911,37119001911,20,61,18,100,13,-1,3.4,61,416,1107,17353,5120,12,6,35,24,24,39,-1,56,21,89,78,-1,50,78,44,8,40,8,-1,67,6,28,6,94,94,-1,-1,-1,0,-1,171,83,270,6,11,83,39,6,75,90,NA,16740,12000,NA,NA,NC,NA,NA,-1,6,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001914,37119001914,50,61,46,100,12,7,2.5,114,385,1107,15956,6438,10,13,36,15,26,39,-1,43,20,89,80,-1,52,93,48,26,86,16,-1,59,26,15,-1,98,93,4,-1,-1,4,-1,100,37,137,7,46,48,30,22,64,59,NA,16740,12000,NA,NA,NC,NA,NA,-1,2,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001916,37119001916,26,61,24,100,14,-1,2.9,69,553,1107,20139,7005,4,9,39,9,39,50,-1,46,24,92,67,-1,63,92,58,25,-1,10,-1,75,25,-1,-1,96,92,-1,-1,-1,4,-1,124,100,166,8,38,54,29,7,76,65,NA,16740,12000,NA,NA,NC,NA,NA,4,4,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001917,37119001917,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001918,37119001918,29,66,25,100,13,8,1.8,44,493,840,20179,11465,12,8,28,20,32,20,-1,80,28,88,72,-1,24,92,24,56,71,39,-1,48,24,28,-1,68,60,-1,4,-1,4,-1,188,76,139,32,52,16,20,14,80,15,NA,16740,12000,NA,NA,NC,NA,NA,4,32,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001919,37119001919,31,61,28,100,13,-1,2,57,502,1107,19102,9383,4,15,26,11,44,46,-1,50,26,93,68,-1,32,79,32,27,100,25,-1,50,29,21,-1,93,82,4,-1,-1,11,-1,173,96,157,43,32,25,11,28,80,63,NA,16740,12000,NA,NA,NC,NA,NA,7,7,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001920,37119001920,16,61,15,100,15,-1,3.1,46,352,1107,14373,4687,7,36,14,7,36,40,-1,53,18,100,87,7,33,87,40,18,100,20,-1,53,20,27,-1,100,87,7,-1,-1,13,-1,318,93,229,-1,33,67,27,27,84,70,NA,16740,12000,NA,NA,NC,NA,NA,7,-1,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001921,37119001921,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001922,37119001922,34,61,31,100,14,3,3.3,101,540,1107,20662,6342,7,11,11,18,54,52,-1,39,24,90,65,3,71,97,71,25,67,19,-1,74,16,10,-1,100,100,-1,-1,-1,0,-1,182,100,180,-1,19,81,32,17,84,87,NA,16740,12000,NA,NA,NC,NA,NA,-1,-1,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001923,37119001923,15,61,14,100,14,-1,3.1,43,632,1107,24341,7925,-1,14,14,14,57,71,-1,29,29,93,57,-1,57,93,57,17,100,12,7,50,29,14,-1,100,93,-1,-1,-1,7,-1,177,100,224,-1,21,79,36,15,83,51,NA,16740,12000,NA,NA,NC,NA,NA,7,-1,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001924,37119001924,75,91,74,100,7,4,1.7,124,334,767,13505,8059,11,1,50,21,16,9,-1,85,19,100,88,3,14,72,15,24,5,6,1,22,-1,77,8,64,39,1,-1,3,22,-1,102,95,78,74,7,19,9,25,89,42,NA,16740,12000,NA,NA,NC,NA,NA,4,14,0,16
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001925,37119001925,32,61,29,100,13,-1,2.9,83,621,1107,26344,9204,7,3,21,21,48,59,-1,41,31,86,62,-1,52,86,52,25,80,16,-1,55,28,17,-1,100,97,3,-1,-1,3,-1,177,100,183,14,31,55,24,23,90,31,NA,16740,12000,NA,NA,NC,NA,NA,-1,-1,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001926,37119001926,59,61,54,100,10,20,3,162,402,1107,17423,5808,6,10,27,20,37,41,2,48,20,96,80,-1,70,94,67,22,20,12,2,72,17,9,-1,98,94,-1,2,-1,2,-1,78,24,155,-1,30,70,22,19,73,21,NA,16740,12000,NA,NA,NC,NA,NA,-1,2,0,2
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001927,37119001927,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002004,37119002004,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002005,37119002005,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002006,37119002006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002007,37119002007,182,68,155,100,12,4,1.8,282,325,1059,13789,7579,9,12,47,12,20,25,1,68,19,99,85,-1,34,83,33,29,58,25,1,40,17,43,2,82,75,3,-1,1,6,-1,129,74,103,47,39,14,12,4,41,58,NA,16740,12000,NA,NA,NC,NA,NA,2,17,1,1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002008,37119002008,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002100,37119002100,21,63,19,100,14,11,1.2,22,294,1110,12224,10557,-1,47,35,-1,18,11,-1,79,18,95,89,-1,5,68,5,73,50,59,-1,47,32,21,5,84,79,-1,-1,-1,5,-1,101,47,85,79,21,-1,11,8,41,36,NA,16740,12000,NA,NA,NC,NA,NA,5,16,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002201,37119002201,27,67,24,100,12,4,1.3,32,371,896,14499,10875,-1,9,50,14,27,25,-1,67,21,100,83,-1,21,79,21,53,80,44,-1,42,38,21,-1,96,96,-1,-1,-1,0,-1,99,79,85,67,33,-1,8,4,22,53,NA,16740,12000,NA,NA,NC,NA,NA,-1,4,4,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002202,37119002202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002300,37119002300,479,75,435,100,8,12,2.2,960,286,958,11933,5407,18,9,34,17,22,34,2,45,15,99,88,2,58,83,56,14,70,11,7,55,21,17,0,94,91,2,-1,-1,3,-1,107,100,109,10,79,11,25,53,91,31,NA,16740,12000,NA,NA,NC,NA,NA,1,3,0,0
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002400,37119002400,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002500,37119002500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002600,37119002600,98,61,89,100,11,1,1.8,157,404,1107,18120,10272,9,9,35,11,35,37,-1,58,24,93,71,-1,40,79,37,22,71,26,1,40,24,35,1,92,90,2,-1,-1,2,-1,70,100,85,43,44,13,12,12,44,33,NA,16740,12000,NA,NA,NC,NA,NA,-1,8,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002701,37119002701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002702,37119002702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002800,37119002800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002903,37119002903,46,61,42,100,12,2,1.3,56,358,1107,14679,11009,5,17,31,36,12,10,-1,90,21,100,88,-1,10,81,10,14,60,39,2,12,2,83,2,74,62,-1,2,5,5,-1,80,100,74,88,12,-1,-1,4,20,36,NA,16740,12000,NA,NA,NC,NA,NA,2,26,0,2
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002905,37119002905,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002907,37119002907,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002908,37119002908,47,61,43,100,11,12,2.8,122,423,1107,18788,6622,10,15,27,12,37,44,-1,51,22,93,77,-1,65,88,63,29,63,17,-1,56,26,19,-1,100,100,-1,-1,-1,0,-1,78,-1,-1,16,35,49,14,3,17,73,NA,16740,12000,NA,NA,NC,NA,NA,-1,-1,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002909,37119002909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 002910,37119002910,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 003006,37119003006,12,92,12,100,7,-1,1.1,13,320,395,13331,12305,8,-1,67,-1,25,8,-1,83,19,100,83,-1,-1,50,-1,100,100,92,-1,25,58,17,-1,42,33,-1,-1,-1,8,-1,164,8,73,75,17,8,25,3,21,43,NA,16740,12000,NA,NA,NC,NA,NA,8,58,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 003008,37119003008,28,67,26,100,11,8,2.8,72,311,843,13024,4703,4,13,43,26,13,38,-1,50,16,100,92,-1,69,85,69,22,67,10,-1,81,8,12,-1,85,73,4,-1,-1,12,-1,67,77,102,23,42,35,4,6,31,60,NA,16740,12000,NA,NA,NC,NA,NA,4,15,4,4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 003012,37119003012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 003013,37119003013,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 003015,37119003015,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 003016,37119003016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 003017,37119003017,31,81,28,100,10,4,1.4,38,337,612,13854,10208,-1,15,52,15,19,11,-1,86,20,100,82,-1,14,61,14,74,89,58,-1,46,21,32,-1,54,43,-1,-1,-1,11,-1,119,32,108,71,21,7,11,4,20,79,NA,16740,12000,NA,NA,NC,NA,NA,7,46,0,4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 003018,37119003018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 003019,37119003019,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 003020,37119003020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
